,start_station_name,end_station_name,trips,start_lat,start_lng,end_lat,end_lng,merge_flag
4306,Lafayette Park,City Hall,1184,40.71346382669195,-74.06285852193832,40.7177325,-74.043845,both
638,8 St & Washington St,City Hall - Washington St & 1 St,1183,40.74598388291562,-74.02819901704788,40.73736,-74.03097,both
3710,Hoboken Terminal - River St & Hudson Pl,7 St & Monroe St,1168,40.7360676564825,-74.02912706136703,40.74641264837719,-74.03797701001167,both
1365,Bloomfield St & 15 St,Bloomfield St & 15 St,1160,40.75453,-74.02658,40.75453,-74.02658,both
6619,Van Vorst Park,Van Vorst Park,1154,40.71848892,-74.047726625,40.71848892,-74.047726625,both
254,14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - River St & Hudson Pl,1153,40.75296063046496,-74.02435272932053,40.7360676564825,-74.02912706136703,both
4962,Marin Light Rail,Columbus Dr at Exchange Pl,1140,40.71458403535893,-74.04281705617905,40.71687,-74.03281,both
3640,Hoboken Terminal - Hudson St & Hudson Pl,Clinton St & Newark St,1138,40.73593758446329,-74.03030455112457,40.73743,-74.03571,both
0,11 St & Washington St,11 St & Washington St,1132,40.74998490907138,-74.02715027332306,40.74998490907138,-74.02715027332306,both
1229,Bergen Ave & Sip Ave,Fairmount Ave,1116,40.73100888698729,-74.06443700194359,40.72572613742557,-74.07195925712585,both
688,8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,1111,40.74598388291562,-74.02819901704788,40.73698221818716,-74.02778059244156,both
348,4 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,1101,40.7422579775645,-74.03511106967926,40.73593758446329,-74.03030455112457,both
1884,City Hall - Washington St & 1 St,City Hall - Washington St & 1 St,1101,40.73736,-74.03097,40.73736,-74.03097,both
1423,Bloomfield St & 15 St,South Waterfront Walkway - Sinatra Dr & 1 St,1088,40.75453,-74.02658,40.73698221818716,-74.02778059244156,both
6432,Stevens - River Ter & 6 St,Hoboken Terminal - River St & Hudson Pl,1079,40.74313282710551,-74.02698867022991,40.7360676564825,-74.02912706136703,both
578,7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,1077,40.74641264837719,-74.03797701001167,40.73593758446329,-74.03030455112457,both
255,14 St Ferry - 14 St & Shipyard Ln,Hudson St & 4 St,1075,40.75296063046496,-74.02435272932053,40.74097260864355,-74.02860336005688,both
4586,Lincoln Park,Lincoln Park,1073,40.7246050998869,-74.07840594649315,40.7246050998869,-74.07840594649315,both
6217,South Waterfront Walkway - Sinatra Dr & 1 St,8 St & Washington St,1073,40.73698221818716,-74.02778059244156,40.74598388291562,-74.02819901704788,both
4069,Jersey & 3rd,Hamilton Park,1063,40.72333158646436,-74.04595255851744,40.727595966,-74.044247311,both
3791,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,1062,40.74097260864355,-74.02860336005688,40.75296063046496,-74.02435272932053,both
4228,Journal Square,Dey St,1053,40.73367,-74.0625,40.737711,-74.066921,both
2766,Fairmount Ave,Sip Ave,1050,40.72572613742557,-74.07195925712585,40.73089709786179,-74.06391263008118,both
1937,City Hall - Washington St & 1 St,Southwest Park - Jackson St & Observer Hwy,1042,40.73736,-74.03097,40.73755127245804,-74.04166370630264,both
2173,Columbus Dr at Exchange Pl,Marin Light Rail,1038,40.71687,-74.03281,40.71458403535893,-74.04281705617905,both
3790,Hudson St & 4 St,12 St & Sinatra Dr N,1037,40.74097260864355,-74.02860336005688,40.75060414236896,-74.02402013540268,both
6283,South Waterfront Walkway - Sinatra Dr & 1 St,Newport Pkwy,1031,40.73698221818716,-74.02778059244156,40.7287448,-74.0321082,both
3123,Grove St PATH,Jersey & 3rd,1030,40.71958611647166,-74.04311746358871,40.72333158646436,-74.04595255851744,both
3229,Hamilton Park,Newark Ave,1030,40.727595966,-74.044247311,40.72152515,-74.046304543,both
3712,Hoboken Terminal - River St & Hudson Pl,9 St HBLR - Jackson St & 8 St,1025,40.7360676564825,-74.02912706136703,40.74790720968899,-74.03841152787209,both
5012,Marin Light Rail,Paulus Hook,1025,40.71458403535893,-74.04281705617905,40.7141454,-74.0335519,both
3676,Hoboken Terminal - Hudson St & Hudson Pl,Marshall St & 2 St,1024,40.73593758446329,-74.03030455112457,40.740802,-74.042521,both
2132,Columbus Dr at Exchange Pl,Columbus Dr at Exchange Pl,1023,40.71687,-74.03281,40.71687,-74.03281,both
3334,Harborside,Newport Pkwy,1023,40.7192517,-74.034234,40.7287448,-74.0321082,both
2327,Columbus Park - Clinton St & 9 St,Hoboken Terminal - River St & Hudson Pl,1021,40.74816121065146,-74.0324530005455,40.7360676564825,-74.02912706136703,both
1923,City Hall - Washington St & 1 St,Marshall St & 2 St,1019,40.73736,-74.03097,40.740802,-74.042521,both
5694,Newport Pkwy,Harborside,1013,40.7287448,-74.0321082,40.7192517,-74.034234,both
3709,Hoboken Terminal - River St & Hudson Pl,6 St & Grand St,1004,40.7360676564825,-74.02912706136703,40.7443978330956,-74.03450086712837,both
1860,City Hall - Washington St & 1 St,11 St & Washington St,1003,40.73736,-74.03097,40.74998490907138,-74.02715027332306,both
1730,Church Sq Park - 5 St & Park Ave,Hoboken Terminal - River St & Hudson Pl,1001,40.74265933273143,-74.03223305940628,40.7360676564825,-74.02912706136703,both
6790,Washington St,Newport Pkwy,1001,40.7242941,-74.0354826,40.7287448,-74.0321082,both
5062,Marshall St & 2 St,City Hall - Washington St & 1 St,999,40.740802,-74.042521,40.73736,-74.03097,both
5645,Newport PATH,Warren St,998,40.7272235,-74.0337589,40.7211236,-74.03805095,both
5736,Newport Pkwy,Washington St,998,40.7287448,-74.0321082,40.7242941,-74.0354826,both
150,12 St & Sinatra Dr N,Hudson St & 4 St,980,40.75060414236896,-74.02402013540268,40.74097260864355,-74.02860336005688,both
2326,Columbus Park - Clinton St & 9 St,Hoboken Terminal - Hudson St & Hudson Pl,977,40.74816121065146,-74.0324530005455,40.73593758446329,-74.03030455112457,both
6226,South Waterfront Walkway - Sinatra Dr & 1 St,Bloomfield St & 15 St,977,40.73698221818716,-74.02778059244156,40.75453,-74.02658,both
5735,Newport Pkwy,Warren St,971,40.7287448,-74.0321082,40.7211236,-74.03805095,both
3722,Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,968,40.7360676564825,-74.02912706136703,40.74265933273143,-74.03223305940628,both
1091,Baldwin at Montgomery,Sip Ave,961,40.7236589,-74.0641943,40.73089709786179,-74.06391263008118,both
3778,Hoboken Terminal - River St & Hudson Pl,Stevens - River Ter & 6 St,960,40.7360676564825,-74.02912706136703,40.74313282710551,-74.02698867022991,both
5646,Newport PATH,Washington St,953,40.7272235,-74.0337589,40.7242941,-74.0354826,both
6694,Warren St,Newport PATH,951,40.7211236,-74.03805095,40.7272235,-74.0337589,both
1810,City Hall,Grove St PATH,940,40.7177325,-74.043845,40.71958611647166,-74.04311746358871,both
5443,Morris Canal,Morris Canal,936,40.7124188237569,-74.03852552175522,40.7124188237569,-74.03852552175522,both
3744,Hoboken Terminal - River St & Hudson Pl,Hoboken Ave at Monmouth St,931,40.7360676564825,-74.02912706136703,40.73520838045357,-74.04696375131607,both
504,6 St & Grand St,Hoboken Terminal - Hudson St & Hudson Pl,929,40.7443978330956,-74.03450086712837,40.73593758446329,-74.03030455112457,both
505,6 St & Grand St,Hoboken Terminal - River St & Hudson Pl,927,40.7443978330956,-74.03450086712837,40.7360676564825,-74.02912706136703,both
1889,City Hall - Washington St & 1 St,Columbus Park - Clinton St & 9 St,923,40.73736,-74.03097,40.74816121065146,-74.0324530005455,both
5904,Paulus Hook,Marin Light Rail,923,40.7141454,-74.0335519,40.71458403535893,-74.04281705617905,both
1729,Church Sq Park - 5 St & Park Ave,Hoboken Terminal - Hudson St & Hudson Pl,922,40.74265933273143,-74.03223305940628,40.73593758446329,-74.03030455112457,both
5604,Newport PATH,Hoboken Ave at Monmouth St,917,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607,both
3619,Hoboken Terminal - Hudson St & Hudson Pl,4 St & Grand St,916,40.73593758446329,-74.03030455112457,40.7422579775645,-74.03511106967926,both
3212,Hamilton Park,Jersey & 3rd,910,40.727595966,-74.044247311,40.72333158646436,-74.04595255851744,both
6695,Warren St,Newport Pkwy,910,40.7211236,-74.03805095,40.7287448,-74.0321082,both
3622,Hoboken Terminal - Hudson St & Hudson Pl,7 St & Monroe St,908,40.73593758446329,-74.03030455112457,40.74641264837719,-74.03797701001167,both
3553,Hoboken Ave at Monmouth St,City Hall - Washington St & 1 St,907,40.73520838045357,-74.04696375131607,40.73736,-74.03097,both
6136,Sip Ave,Baldwin at Montgomery,906,40.73089709786179,-74.06391263008118,40.7236589,-74.0641943,both
1832,City Hall,Marin Light Rail,905,40.7177325,-74.043845,40.71458403535893,-74.04281705617905,both
1867,City Hall - Washington St & 1 St,8 St & Washington St,903,40.73736,-74.03097,40.74598388291562,-74.02819901704788,both
906,Adams St & 2 St,Hoboken Terminal - River St & Hudson Pl,900,40.73981372311843,-74.03690412640572,40.7360676564825,-74.02912706136703,both
3139,Grove St PATH,Montgomery St,895,40.71958611647166,-74.04311746358871,40.71942,-74.05099,both
4068,Jersey & 3rd,Grove St PATH,890,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871,both
5082,Marshall St & 2 St,Hoboken Terminal - River St & Hudson Pl,890,40.740802,-74.042521,40.7360676564825,-74.02912706136703,both
1824,City Hall,Lafayette Park,870,40.7177325,-74.043845,40.71346382669195,-74.06285852193832,both
2181,Columbus Dr at Exchange Pl,Newport Pkwy,863,40.71687,-74.03281,40.7287448,-74.0321082,both
5260,Monmouth and 6th,Manila & 1st,863,40.72568548362901,-74.04879033565521,40.72165072487999,-74.04288411140442,both
1968,Clinton St & 7 St,City Hall - Washington St & 1 St,859,40.74542,-74.03332,40.73736,-74.03097,both
2313,Columbus Park - Clinton St & 9 St,Columbus Park - Clinton St & 9 St,859,40.74816121065146,-74.0324530005455,40.74816121065146,-74.0324530005455,both
3714,Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,854,40.7360676564825,-74.02912706136703,40.73981372311843,-74.03690412640572,both
5911,Paulus Hook,Morris Canal,854,40.7141454,-74.0335519,40.7124188237569,-74.03852552175522,both
621,8 St & Washington St,8 St & Washington St,853,40.74598388291562,-74.02819901704788,40.74598388291562,-74.02819901704788,both
5596,Newport PATH,Grand St,850,40.7272235,-74.0337589,40.71517767732029,-74.03768330812454,both
2064,Clinton St & Newark St,Hoboken Terminal - Hudson St & Hudson Pl,846,40.73743,-74.03571,40.73593758446329,-74.03030455112457,both
579,7 St & Monroe St,Hoboken Terminal - River St & Hudson Pl,842,40.74641264837719,-74.03797701001167,40.7360676564825,-74.02912706136703,both
1986,Clinton St & 7 St,Hoboken Terminal - Hudson St & Hudson Pl,836,40.74542,-74.03332,40.73593758446329,-74.03030455112457,both
3658,Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Terminal - Hudson St & Hudson Pl,834,40.73593758446329,-74.03030455112457,40.73593758446329,-74.03030455112457,both
3639,Hoboken Terminal - Hudson St & Hudson Pl,Clinton St & 7 St,828,40.73593758446329,-74.03030455112457,40.74542,-74.03332,both
3789,Hudson St & 4 St,11 St & Washington St,824,40.74097260864355,-74.02860336005688,40.74998490907138,-74.02715027332306,both
3093,Grove St PATH,City Hall,819,40.71958611647166,-74.04311746358871,40.7177325,-74.043845,both
6258,South Waterfront Walkway - Sinatra Dr & 1 St,Hudson St & 4 St,817,40.73698221818716,-74.02778059244156,40.74097260864355,-74.02860336005688,both
376,4 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,816,40.7422579775645,-74.03511106967926,40.73698221818716,-74.02778059244156,both
6157,Sip Ave,Fairmount Ave,815,40.73089709786179,-74.06391263008118,40.72572613742557,-74.07195925712585,both
1007,Astor Place,Sip Ave,814,40.71928220070702,-74.07126188278198,40.73089709786179,-74.06391263008118,both
2492,Dey St,Journal Square,812,40.737711,-74.066921,40.73367,-74.0625,both
6269,South Waterfront Walkway - Sinatra Dr & 1 St,Madison St & 1 St,812,40.73698221818716,-74.02778059244156,40.73879,-74.0393,both
2925,Grand St,Newport PATH,804,40.71517767732029,-74.03768330812454,40.7272235,-74.0337589,both
6135,Sip Ave,Astor Place,802,40.73089709786179,-74.06391263008118,40.71928220070702,-74.07126188278198,both
5918,Paulus Hook,Paulus Hook,797,40.7141454,-74.0335519,40.7141454,-74.0335519,both
1208,Bergen Ave & Sip Ave,Astor Place,795,40.73100888698729,-74.06443700194359,40.71928220070702,-74.07126188278198,both
2266,Columbus Drive,Newport PATH,795,40.71835519823214,-74.03891444206238,40.7272235,-74.0337589,both
5450,Morris Canal,Paulus Hook,795,40.7124188237569,-74.03852552175522,40.7141454,-74.0335519,both
746,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - Hudson St & Hudson Pl,793,40.74790720968899,-74.03841152787209,40.73593758446329,-74.03030455112457,both
6213,South Waterfront Walkway - Sinatra Dr & 1 St,4 St & Grand St,792,40.73698221818716,-74.02778059244156,40.7422579775645,-74.03511106967926,both
6745,Washington St,Columbus Dr at Exchange Pl,791,40.7242941,-74.0354826,40.71687,-74.03281,both
2943,Grand St,Washington St,789,40.71517767732029,-74.03768330812454,40.7242941,-74.0354826,both
5081,Marshall St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,789,40.740802,-74.042521,40.73593758446329,-74.03030455112457,both
952,Astor Place,Bergen Ave & Sip Ave,786,40.71928220070702,-74.07126188278198,40.73100888698729,-74.06443700194359,both
3763,Hoboken Terminal - River St & Hudson Pl,Marshall St & 2 St,785,40.7360676564825,-74.02912706136703,40.740802,-74.042521,both
5511,Newark Ave,Hamilton Park,785,40.72152515,-74.046304543,40.727595966,-74.044247311,both
329,4 St & Grand St,City Hall - Washington St & 1 St,780,40.7422579775645,-74.03511106967926,40.73736,-74.03097,both
5699,Newport Pkwy,Hoboken Terminal - River St & Hudson Pl,775,40.7287448,-74.0321082,40.7360676564825,-74.02912706136703,both
6665,Warren St,Grove St PATH,768,40.7211236,-74.03805095,40.71958611647166,-74.04311746358871,both
3100,Grove St PATH,Communipaw & Berry Lane,767,40.71958611647166,-74.04311746358871,40.71435836870427,-74.06661093235016,both
1707,Church Sq Park - 5 St & Park Ave,Church Sq Park - 5 St & Park Ave,766,40.74265933273143,-74.03223305940628,40.74265933273143,-74.03223305940628,both
1885,City Hall - Washington St & 1 St,Clinton St & 7 St,753,40.73736,-74.03097,40.74542,-74.03332,both
1495,Brunswick & 6th,Manila & 1st,752,40.72601172964625,-74.05038893222809,40.72165072487999,-74.04288411140442,both
3726,Hoboken Terminal - River St & Hudson Pl,Clinton St & Newark St,752,40.7360676564825,-74.02912706136703,40.73743,-74.03571,both
3864,Hudson St & 4 St,South Waterfront Walkway - Sinatra Dr & 1 St,751,40.74097260864355,-74.02860336005688,40.73698221818716,-74.02778059244156,both
5697,Newport Pkwy,Hoboken Ave at Monmouth St,751,40.7287448,-74.0321082,40.73520838045357,-74.04696375131607,both
3624,Hoboken Terminal - Hudson St & Hudson Pl,9 St HBLR - Jackson St & 8 St,749,40.73593758446329,-74.03030455112457,40.74790720968899,-74.03841152787209,both
6459,Stevens - River Ter & 6 St,South Waterfront Walkway - Sinatra Dr & 1 St,749,40.74313282710551,-74.02698867022991,40.73698221818716,-74.02778059244156,both
3718,Hoboken Terminal - River St & Hudson Pl,Bloomfield St & 15 St,745,40.7360676564825,-74.02912706136703,40.75453,-74.02658,both
559,7 St & Monroe St,City Hall - Washington St & 1 St,744,40.74641264837719,-74.03797701001167,40.73736,-74.03097,both
4668,Madison St & 1 St,Madison St & 1 St,744,40.73879,-74.0393,40.73879,-74.0393,both
2065,Clinton St & Newark St,Hoboken Terminal - River St & Hudson Pl,743,40.73743,-74.03571,40.7360676564825,-74.02912706136703,both
2354,Columbus Park - Clinton St & 9 St,South Waterfront Walkway - Sinatra Dr & 1 St,743,40.74816121065146,-74.0324530005455,40.73698221818716,-74.02778059244156,both
2891,Grand St,Grand St,743,40.71517767732029,-74.03768330812454,40.71517767732029,-74.03768330812454,both
6249,South Waterfront Walkway - Sinatra Dr & 1 St,Grand St & 14 St,739,40.73698221818716,-74.02778059244156,40.75409,-74.0316,both
2400,Communipaw & Berry Lane,Grove St PATH,738,40.71435836870427,-74.06661093235016,40.71958611647166,-74.04311746358871,both
4252,Journal Square,Leonard Gordon Park,738,40.73367,-74.0625,40.74590996631558,-74.0572714805603,both
3787,Hoboken Terminal - River St & Hudson Pl,Willow Ave & 12 St,737,40.7360676564825,-74.02912706136703,40.7518674823282,-74.03037697076797,both
3673,Hoboken Terminal - Hudson St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,736,40.73593758446329,-74.03030455112457,40.74313993965626,-74.04004096984863,both
4958,Marin Light Rail,City Hall,735,40.71458403535893,-74.04281705617905,40.7177325,-74.043845,both
6292,South Waterfront Walkway - Sinatra Dr & 1 St,Stevens - River Ter & 6 St,735,40.73698221818716,-74.02778059244156,40.74313282710551,-74.02698867022991,both
6216,South Waterfront Walkway - Sinatra Dr & 1 St,7 St & Monroe St,733,40.73698221818716,-74.02778059244156,40.74641264837719,-74.03797701001167,both
6240,South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Park - Clinton St & 9 St,726,40.73698221818716,-74.02778059244156,40.74816121065146,-74.0324530005455,both
3140,Grove St PATH,Morris Canal,724,40.71958611647166,-74.04311746358871,40.7124188237569,-74.03852552175522,both
3713,Hoboken Terminal - River St & Hudson Pl,Adams St & 11 St,724,40.7360676564825,-74.02912706136703,40.750915534784994,-74.03354063630104,both
6073,Riverview Park,Hoboken Terminal - Hudson St & Hudson Pl,722,40.7443187,-74.0439909,40.73593758446329,-74.03030455112457,both
6302,South Waterfront Walkway - Sinatra Dr & 1 St,Willow Ave & 12 St,721,40.73698221818716,-74.02778059244156,40.7518674823282,-74.03037697076797,both
3895,JC Medical Center,City Hall,716,40.71653978099194,-74.0496379137039,40.7177325,-74.043845,both
2259,Columbus Drive,Marin Light Rail,713,40.71835519823214,-74.03891444206238,40.71458403535893,-74.04281705617905,both
3621,Hoboken Terminal - Hudson St & Hudson Pl,6 St & Grand St,712,40.73593758446329,-74.03030455112457,40.7443978330956,-74.03450086712837,both
6349,Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - River St & Hudson Pl,709,40.73755127245804,-74.04166370630264,40.7360676564825,-74.02912706136703,both
6257,South Waterfront Walkway - Sinatra Dr & 1 St,Hoboken Terminal - River St & Hudson Pl,708,40.73698221818716,-74.02778059244156,40.7360676564825,-74.02912706136703,both
1759,Church Sq Park - 5 St & Park Ave,South Waterfront Walkway - Sinatra Dr & 1 St,707,40.74265933273143,-74.03223305940628,40.73698221818716,-74.02778059244156,both
3616,Hoboken Terminal - Hudson St & Hudson Pl,11 St & Washington St,707,40.73593758446329,-74.03030455112457,40.74998490907138,-74.02715027332306,both
6754,Washington St,Grand St,706,40.7242941,-74.0354826,40.71517767732029,-74.03768330812454,both
905,Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,699,40.73981372311843,-74.03690412640572,40.73593758446329,-74.03030455112457,both
5323,Montgomery St,Grove St PATH,699,40.71942,-74.05099,40.71958611647166,-74.04311746358871,both
6236,South Waterfront Walkway - Sinatra Dr & 1 St,Clinton St & 7 St,698,40.73698221818716,-74.02778059244156,40.74542,-74.03332,both
2140,Columbus Dr at Exchange Pl,Essex Light Rail,695,40.71687,-74.03281,40.7127742,-74.0364857,both
2180,Columbus Dr at Exchange Pl,Newport PATH,695,40.71687,-74.03281,40.7272235,-74.0337589,both
606,7 St & Monroe St,South Waterfront Walkway - Sinatra Dr & 1 St,694,40.74641264837719,-74.03797701001167,40.73698221818716,-74.02778059244156,both
6834,Willow Ave & 12 St,City Hall - Washington St & 1 St,694,40.7518674823282,-74.03037697076797,40.73736,-74.03097,both
3643,Hoboken Terminal - Hudson St & Hudson Pl,Columbus Park - Clinton St & 9 St,693,40.73593758446329,-74.03030455112457,40.74816121065146,-74.0324530005455,both
1863,City Hall - Washington St & 1 St,4 St & Grand St,689,40.73736,-74.03097,40.7422579775645,-74.03511106967926,both
6884,Willow Ave & 12 St,South Waterfront Walkway - Sinatra Dr & 1 St,689,40.7518674823282,-74.03037697076797,40.73698221818716,-74.02778059244156,both
3626,Hoboken Terminal - Hudson St & Hudson Pl,Adams St & 2 St,685,40.73593758446329,-74.03030455112457,40.73981372311843,-74.03690412640572,both
6014,Pershing Field,Pershing Field,684,40.742677141,-74.051788633,40.742677141,-74.051788633,both
747,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - River St & Hudson Pl,683,40.74790720968899,-74.03841152787209,40.7360676564825,-74.02912706136703,both
4270,Journal Square,Pershing Field,682,40.73367,-74.0625,40.742677141,-74.051788633,both
1768,Church Sq Park - 5 St & Park Ave,Willow Ave & 12 St,680,40.74265933273143,-74.03223305940628,40.7518674823282,-74.03037697076797,both
3598,Hoboken Ave at Monmouth St,Newport Pkwy,678,40.73520838045357,-74.04696375131607,40.7287448,-74.0321082,both
3336,Harborside,Paulus Hook,677,40.7192517,-74.034234,40.7141454,-74.0335519,both
2267,Columbus Drive,Newport Pkwy,676,40.71835519823214,-74.03891444206238,40.7287448,-74.0321082,both
3301,Harborside,Grove St PATH,674,40.7192517,-74.034234,40.71958611647166,-74.04311746358871,both
2843,Glenwood Ave,Sip Ave,671,40.72755146730012,-74.07106071710587,40.73089709786179,-74.06391263008118,both
3623,Hoboken Terminal - Hudson St & Hudson Pl,8 St & Washington St,669,40.73593758446329,-74.03030455112457,40.74598388291562,-74.02819901704788,both
50,11 St & Washington St,Hudson St & 4 St,668,40.74998490907138,-74.02715027332306,40.74097260864355,-74.02860336005688,both
727,9 St HBLR - Jackson St & 8 St,City Hall - Washington St & 1 St,668,40.74790720968899,-74.03841152787209,40.73736,-74.03097,both
4810,Mama Johnson Field - 4 St & Jackson St,Hoboken Terminal - Hudson St & Hudson Pl,666,40.74313993965626,-74.04004096984863,40.73593758446329,-74.03030455112457,both
5587,Newport PATH,Columbus Drive,660,40.7272235,-74.0337589,40.71835519823214,-74.03891444206238,both
531,6 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,658,40.7443978330956,-74.03450086712837,40.73698221818716,-74.02778059244156,both
2046,Clinton St & Newark St,Clinton St & Newark St,657,40.73743,-74.03571,40.73743,-74.03571,both
6218,South Waterfront Walkway - Sinatra Dr & 1 St,9 St HBLR - Jackson St & 8 St,656,40.73698221818716,-74.02778059244156,40.74790720968899,-74.03841152787209,both
2641,Essex Light Rail,Essex Light Rail,655,40.7127742,-74.0364857,40.7127742,-74.0364857,both
6327,Southwest Park - Jackson St & Observer Hwy,City Hall - Washington St & 1 St,655,40.73755127245804,-74.04166370630264,40.73736,-74.03097,both
1850,City Hall,Van Vorst Park,653,40.7177325,-74.043845,40.71848892,-74.047726625,both
616,8 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,648,40.74598388291562,-74.02819901704788,40.75296063046496,-74.02435272932053,both
5679,Newport Pkwy,Columbus Drive,648,40.7287448,-74.0321082,40.71835519823214,-74.03891444206238,both
5792,Oakland Ave,Journal Square,647,40.7376037,-74.0524783,40.73367,-74.0625,both
1862,City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,646,40.73736,-74.03097,40.75296063046496,-74.02435272932053,both
6832,Willow Ave & 12 St,Church Sq Park - 5 St & Park Ave,645,40.7518674823282,-74.03037697076797,40.74265933273143,-74.03223305940628,both
200,14 St Ferry - 14 St & Shipyard Ln,12 St & Sinatra Dr N,644,40.75296063046496,-74.02435272932053,40.75060414236896,-74.02402013540268,both
4417,Leonard Gordon Park,Journal Square,643,40.74590996631558,-74.0572714805603,40.73367,-74.0625,both
4473,Liberty Light Rail,Columbus Dr at Exchange Pl,643,40.7112423,-74.0557013,40.71687,-74.03281,both
5539,Newark Ave,Newark Ave,643,40.72152515,-74.046304543,40.72152515,-74.046304543,both
1868,City Hall - Washington St & 1 St,9 St HBLR - Jackson St & 8 St,642,40.73736,-74.03097,40.74790720968899,-74.03841152787209,both
2786,Glenwood Ave,Bergen Ave & Sip Ave,641,40.72755146730012,-74.07106071710587,40.73100888698729,-74.06443700194359,both
6653,Warren St,Columbus Drive,641,40.7211236,-74.03805095,40.71835519823214,-74.03891444206238,both
5678,Newport Pkwy,Columbus Dr at Exchange Pl,639,40.7287448,-74.0321082,40.71687,-74.03281,both
1886,City Hall - Washington St & 1 St,Clinton St & Newark St,637,40.73736,-74.03097,40.73743,-74.03571,both
5412,Morris Canal,Grove St PATH,636,40.7124188237569,-74.03852552175522,40.71958611647166,-74.04311746358871,both
3738,Hoboken Terminal - River St & Hudson Pl,Grand St & 14 St,635,40.7360676564825,-74.02912706136703,40.75409,-74.0316,both
2999,Grand St & 14 St,Madison St & 10 St,634,40.75409,-74.0316,40.74994325412246,-74.03586477041245,both
3113,Grove St PATH,Harborside,633,40.71958611647166,-74.04311746358871,40.7192517,-74.034234,both
2012,Clinton St & 7 St,South Waterfront Walkway - Sinatra Dr & 1 St,631,40.74542,-74.03332,40.73698221818716,-74.02778059244156,both
4336,Lafayette Park,Lafayette Park,629,40.71346382669195,-74.06285852193832,40.71346382669195,-74.06285852193832,both
2980,Grand St & 14 St,Grand St & 14 St,628,40.75409,-74.0316,40.75409,-74.0316,both
6233,South Waterfront Walkway - Sinatra Dr & 1 St,Church Sq Park - 5 St & Park Ave,628,40.73698221818716,-74.02778059244156,40.74265933273143,-74.03223305940628,both
5810,Oakland Ave,Oakland Ave,627,40.7376037,-74.0524783,40.7376037,-74.0524783,both
3157,Grove St PATH,Warren St,626,40.71958611647166,-74.04311746358871,40.7211236,-74.03805095,both
5692,Newport Pkwy,Grove St PATH,626,40.7287448,-74.0321082,40.71958611647166,-74.04311746358871,both
6652,Warren St,Columbus Dr at Exchange Pl,625,40.7211236,-74.03805095,40.71687,-74.03281,both
1866,City Hall - Washington St & 1 St,7 St & Monroe St,623,40.73736,-74.03097,40.74641264837719,-74.03797701001167,both
2195,Columbus Dr at Exchange Pl,Washington St,623,40.71687,-74.03281,40.7242941,-74.0354826,both
228,14 St Ferry - 14 St & Shipyard Ln,City Hall - Washington St & 1 St,621,40.75296063046496,-74.02435272932053,40.73736,-74.03097,both
2049,Clinton St & Newark St,Columbus Park - Clinton St & 9 St,618,40.73743,-74.03571,40.74816121065146,-74.0324530005455,both
310,4 St & Grand St,4 St & Grand St,617,40.7422579775645,-74.03511106967926,40.7422579775645,-74.03511106967926,both
485,6 St & Grand St,City Hall - Washington St & 1 St,616,40.7443978330956,-74.03450086712837,40.73736,-74.03097,both
3760,Hoboken Terminal - River St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,613,40.7360676564825,-74.02912706136703,40.74313993965626,-74.04004096984863,both
2880,Grand St,Columbus Dr at Exchange Pl,612,40.71517767732029,-74.03768330812454,40.71687,-74.03281,both
4419,Leonard Gordon Park,Leonard Gordon Park,612,40.74590996631558,-74.0572714805603,40.74590996631558,-74.0572714805603,both
5009,Marin Light Rail,Newport PATH,611,40.71458403535893,-74.04281705617905,40.7272235,-74.0337589,both
207,14 St Ferry - 14 St & Shipyard Ln,8 St & Washington St,610,40.75296063046496,-74.02435272932053,40.74598388291562,-74.02819901704788,both
2969,Grand St & 14 St,City Hall - Washington St & 1 St,607,40.75409,-74.0316,40.73736,-74.03097,both
622,8 St & Washington St,9 St HBLR - Jackson St & 8 St,604,40.74598388291562,-74.02819901704788,40.74790720968899,-74.03841152787209,both
1251,Bergen Ave & Sip Ave,Lincoln Park,604,40.73100888698729,-74.06443700194359,40.7246050998869,-74.07840594649315,both
