,start_station_name,end_station_name,trips,start_lat,start_lng,end_lat,end_lng,merge_flag
1031,Baldwin at Montgomery,Bergen Ave & Sip Ave,602,40.7236589,-74.0641943,40.73100888698729,-74.06443700194359,both
2063,Clinton St & Newark St,Hoboken Ave at Monmouth St,602,40.73743,-74.03571,40.73520838045357,-74.04696375131607,both
3833,Hudson St & 4 St,Hoboken Terminal - Hudson St & Hudson Pl,600,40.74097260864355,-74.02860336005688,40.73593758446329,-74.03030455112457,both
1356,Bloomfield St & 15 St,8 St & Washington St,598,40.75453,-74.02658,40.74598388291562,-74.02819901704788,both
6461,Stevens - River Ter & 6 St,Stevens - River Ter & 6 St,598,40.74313282710551,-74.02698867022991,40.74313282710551,-74.02698867022991,both
2166,Columbus Dr at Exchange Pl,Liberty Light Rail,596,40.71687,-74.03281,40.7112423,-74.0557013,both
1537,Brunswick St,Brunswick St,594,40.7241765,-74.0506564,40.7241765,-74.0506564,both
2279,Columbus Drive,Warren St,593,40.71835519823214,-74.03891444206238,40.7211236,-74.03805095,both
6711,Warren St,Washington St,592,40.7211236,-74.03805095,40.7242941,-74.0354826,both
5178,McGinley Square,McGinley Square,591,40.7253399253558,-74.06762212514877,40.7253399253558,-74.06762212514877,both
1211,Bergen Ave & Sip Ave,Bergen Ave & Sip Ave,590,40.73100888698729,-74.06443700194359,40.73100888698729,-74.06443700194359,both
6215,South Waterfront Walkway - Sinatra Dr & 1 St,6 St & Grand St,589,40.73698221818716,-74.02778059244156,40.7443978330956,-74.03450086712837,both
545,7 St & Monroe St,7 St & Monroe St,588,40.74641264837719,-74.03797701001167,40.74641264837719,-74.03797701001167,both
6179,Sip Ave,Lincoln Park,588,40.73089709786179,-74.06391263008118,40.7246050998869,-74.07840594649315,both
2894,Grand St,Grove St PATH,587,40.71517767732029,-74.03768330812454,40.71958611647166,-74.04311746358871,both
4910,Manila & 1st,Monmouth and 6th,587,40.72165072487999,-74.04288411140442,40.72568548362901,-74.04879033565521,both
4729,Madison St & 10 St,Grand St & 14 St,584,40.74994325412246,-74.03586477041245,40.75409,-74.0316,both
1709,Church Sq Park - 5 St & Park Ave,City Hall - Washington St & 1 St,583,40.74265933273143,-74.03223305940628,40.73736,-74.03097,both
3108,Grove St PATH,Grand St,582,40.71958611647166,-74.04311746358871,40.71517767732029,-74.03768330812454,both
3597,Hoboken Ave at Monmouth St,Newport PATH,580,40.73520838045357,-74.04696375131607,40.7272235,-74.0337589,both
3604,Hoboken Ave at Monmouth St,South Waterfront Walkway - Sinatra Dr & 1 St,580,40.73520838045357,-74.04696375131607,40.73698221818716,-74.02778059244156,both
3770,Hoboken Terminal - River St & Hudson Pl,Newport Pkwy,579,40.7360676564825,-74.02912706136703,40.7287448,-74.0321082,both
3777,Hoboken Terminal - River St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,579,40.7360676564825,-74.02912706136703,40.73755127245804,-74.04166370630264,both
4885,Manila & 1st,Grove St PATH,579,40.72165072487999,-74.04288411140442,40.71958611647166,-74.04311746358871,both
712,9 St HBLR - Jackson St & 8 St,8 St & Washington St,578,40.74790720968899,-74.03841152787209,40.74598388291562,-74.02819901704788,both
6107,Riverview Park,Riverview Park,577,40.7443187,-74.0439909,40.7443187,-74.0439909,both
3636,Hoboken Terminal - Hudson St & Hudson Pl,Church Sq Park - 5 St & Park Ave,576,40.73593758446329,-74.03030455112457,40.74265933273143,-74.03223305940628,both
1865,City Hall - Washington St & 1 St,6 St & Grand St,572,40.73736,-74.03097,40.7443978330956,-74.03450086712837,both
6580,Van Vorst Park,Hamilton Park,572,40.71848892,-74.047726625,40.727595966,-74.044247311,both
2296,Columbus Park - Clinton St & 9 St,Adams St & 2 St,571,40.74816121065146,-74.0324530005455,40.73981372311843,-74.03690412640572,both
1870,City Hall - Washington St & 1 St,Adams St & 2 St,568,40.73736,-74.03097,40.73981372311843,-74.03690412640572,both
2194,Columbus Dr at Exchange Pl,Warren St,568,40.71687,-74.03281,40.7211236,-74.03805095,both
6220,South Waterfront Walkway - Sinatra Dr & 1 St,Adams St & 2 St,565,40.73698221818716,-74.02778059244156,40.73981372311843,-74.03690412640572,both
1943,City Hall - Washington St & 1 St,Willow Ave & 12 St,563,40.73736,-74.03097,40.7518674823282,-74.03037697076797,both
5599,Newport PATH,Grove St PATH,563,40.7272235,-74.0337589,40.71958611647166,-74.04311746358871,both
6158,Sip Ave,Glenwood Ave,561,40.73089709786179,-74.06391263008118,40.72755146730012,-74.07106071710587,both
1861,City Hall - Washington St & 1 St,12 St & Sinatra Dr N,559,40.73736,-74.03097,40.75060414236896,-74.02402013540268,both
1969,Clinton St & 7 St,Clinton St & 7 St,558,40.74542,-74.03332,40.74542,-74.03332,both
4268,Journal Square,Oakland Ave,558,40.73367,-74.0625,40.7376037,-74.0524783,both
2635,Essex Light Rail,Columbus Dr at Exchange Pl,557,40.7127742,-74.0364857,40.71687,-74.03281,both
713,9 St HBLR - Jackson St & 8 St,9 St HBLR - Jackson St & 8 St,556,40.74790720968899,-74.03841152787209,40.74790720968899,-74.03841152787209,both
2951,Grand St & 14 St,4 St & Grand St,556,40.75409,-74.0316,40.7422579775645,-74.03511106967926,both
1029,Baldwin at Montgomery,Baldwin at Montgomery,554,40.7236589,-74.0641943,40.7236589,-74.0641943,both
5033,Marin Light Rail,Warren St,554,40.71458403535893,-74.04281705617905,40.7211236,-74.03805095,both
21,11 St & Washington St,Church Sq Park - 5 St & Park Ave,553,40.74998490907138,-74.02715027332306,40.74265933273143,-74.03223305940628,both
6198,Sip Ave,Sip Ave,553,40.73089709786179,-74.06391263008118,40.73089709786179,-74.06391263008118,both
1920,City Hall - Washington St & 1 St,Mama Johnson Field - 4 St & Jackson St,551,40.73736,-74.03097,40.74313993965626,-74.04004096984863,both
2956,Grand St & 14 St,9 St HBLR - Jackson St & 8 St,551,40.75409,-74.0316,40.74790720968899,-74.03841152787209,both
739,9 St HBLR - Jackson St & 8 St,Grand St & 14 St,550,40.74790720968899,-74.03841152787209,40.75409,-74.0316,both
1819,City Hall,JC Medical Center,549,40.7177325,-74.043845,40.71653978099194,-74.0496379137039,both
4978,Marin Light Rail,Harborside,549,40.71458403535893,-74.04281705617905,40.7192517,-74.034234,both
5586,Newport PATH,Columbus Dr at Exchange Pl,549,40.7272235,-74.0337589,40.71687,-74.03281,both
1209,Bergen Ave & Sip Ave,Baldwin at Montgomery,548,40.73100888698729,-74.06443700194359,40.7236589,-74.0641943,both
4865,Manila & 1st,Brunswick & 6th,548,40.72165072487999,-74.04288411140442,40.72601172964625,-74.05038893222809,both
3776,Hoboken Terminal - River St & Hudson Pl,South Waterfront Walkway - Sinatra Dr & 1 St,545,40.7360676564825,-74.02912706136703,40.73698221818716,-74.02778059244156,both
4811,Mama Johnson Field - 4 St & Jackson St,Hoboken Terminal - River St & Hudson Pl,545,40.74313993965626,-74.04004096984863,40.7360676564825,-74.02912706136703,both
